人员id,电影id,人员名字,类型
c37b6ca0-689e-4bc1-8b9d-42a8ee7605b8,30257490,Kathleen Dobbs,2
1108665,30257490,Kate Kenney,2
9949f95e-a2cb-44d8-9f79-a48dc03b0086,33454692,边磊,0
14d5e827-b057-4ee8-9366-8a54a2253b17,30402190,心霊,2
1249045,30268674,迈克尔·J·格拉赫,0
1371169,30268674,史提夫·格林尼,1
1325953,30268674,艾米莉·理查兹,2
1371170,30268674,贾纳·温特尼茨,2
1091703,30268674,马修·格拉夫,2
d060e435-c3ac-417b-8e9e-5aac5e48347a,30268674,Nikki Limo,2
1369296,30268674,莉莉·霍利曼,2
1396367,30232208,崔成范,0
1396405,30232208,崔秀英,1
e16a034d-c8bf-4b9e-9304-44b98804946d,30232208,淇萌琪(原作),1
1314207,30232208,林秀香,2
1348191,30232208,车银优,2
1390360,30232208,赵宇丽,2
1333577,30232208,郭东延,2
1385185,30232208,朴成根,2
1321737,30232208,朴珠美,2
1341072,30232208,金志珉,2
1385900,30232208,李太善,2
1398162,30232208,郑明训,2
1339597,30232208,禹贤,2
1398163,30232208,金善华,2
1337624,30232208,敏度希,2
1382613,30232208,朴宥娜,2
1398164,30232208,郑承惠,2
1398165,30232208,郑惠莲,2
1398167,30232208,金度言,2
1398166,30232208,金恩洙,2
1378524,30232208,吴熙俊,2
1396408,30232208,柳起山,2
1396407,30232208, 裴多彬,2
1396409,30232208,李艺琳,2
1398168,30232208,白秀敏,2
1384801,30232208,崔胜元,2
1398169,30232208,徐智蕙,2
1398170,30232208,池相赫,2
1383983,30232208,张浚浩,2
1bb028c0-a159-4f08-bafb-ba043cb63d0a,30232208,朴恩榮,2
1004933,30232208,李英爱,2
1324452,30232208,朴敏智,2
1397823,30232208, 申准燮,2
1275477,30232208,全敏书,2
ed79dccd-0fce-4627-8720-8bb6ed4b2641,30140626,Barbara Visser,0
ac2ca9d4-bcff-47b1-8c8c-6f8302f31520,30297878,刘红雨,0
b8b537f9-9741-489d-b748-9e3ed5e70a3a,30297878,刘红雨,2
f8137874-8d6d-4095-8705-fc534c0e3745,30297878,倪景阳,2
2b4828ba-2a8d-4447-bb4a-7f8d74a8fac6,30297878,李侑曈,2
44532d75-ba9c-49ee-be76-cc6d9431d86e,30192006,히로아키,0
ad96cb1d-68ea-4135-a35c-a4527296cadb,30192006,호죠,2
221872da-b34d-4b2f-a7ec-9aa9ed6802ab,30192006,마키,2
5242b13b-16c7-4d39-9967-dca55328e67a,27662561,Bruce Caulk,0
3a9b17fd-ab3d-4838-8bb0-dbe02f5bc9c1,27662561,Bruce Caulk,1
1028540,27662561,乔纳森·梅耶斯,1
1027809,27662561,马克·哈米尔,2
1144396,27662561,伊丽莎白·霍尔姆,2
1000050,27662561,詹姆斯·肯恩,2
1048142,27662561,塔莉娅·夏尔,2
1048129,27662561,文·瑞姆斯,2
1183980,27662561,贾斯汀·贝尔杜尼,2
1135939,27662561,斯科特·帕特森,2
1010687,27662561,罗伯特·派恩,2
1027842,27662561,阿曼德·阿山特,2
1036528,27662561,迈克尔·诺里,2
1000186,27662561,梅丽莎·奥德维,2
1055884,27662561,比尔·戈德博格,2
1140760,27662561,吉亚尼·罗素,2
1156675,27662561,罗宾·托马斯,2
1330877,27662561,尼克尔·特拉沃尔塔,2
1351460,26469969,周晓鹏,0
1358217,26469969,缪娟,1
1334223,26469969,吴倩,2
1342439,26469969,郑业成,2
1352181,26469969,张雨剑,2
1319717,26469969,董琦,2
1274820,26469969,袁文康,2
1318324,26469969,刘天佐,2
1274888,26469969,印小天,2
1375362,27591337,张佳贤,0
8d84829e-5d75-4008-b6f9-6e1a053fd525,27591337,陈洁莹,1
5a292d1f-ec79-46d6-a5a5-15572d170d34,27591337,蓝文希,1
1390766,27591337,张清慧,1
1372415,27591337,咖啡因,1
1372416,27591337,郭世伟,1
1378012,27591337,吴思贤,2
1361864,27591337,钟瑶,2
1334336,27591337,李运庆,2
1276078,27591337,潘慧如,2
1375650,27591337,吴定谦,2
1322666,27591337,朱芷莹,2
1365209,30329172,徐国峰,0
1365209,30329172,徐国峰,1
58477b08-2bc6-4215-b8f2-efc5445c321f,30284192,Daniel Reisinger,0
1338001,30284192,卡莉·克莱格,1
1025210,30284192,罗姗娜·阿奎特,2
1338001,30284192,卡莉·克莱格,2
1339639,30284192,Craig Frank,2
61aa9f88-c9d9-4b2f-b89a-5a761ff59580,30284192,Chelsea Frei,2
874ba003-afab-4c6f-91a2-95a5e64eb3b1,30133186,Vikram Sirikonda,0
1340561,30133186,拉维·泰贾,2
92ed4ee9-9eeb-4b9f-8e36-69aa4f7b6582,30133186,Raashi Khanna,2
f5f1ce07-b7f8-4b53-89c5-558ec3421ef5,30133186,Seerat Kapoor,2
bc15d663-a632-4616-8b56-f90953b354df,30133186,Freddy Daruwala,2
bfe80bfb-e6a5-45bf-9f41-18a4655333c1,30133186,Murli Sharma,2
7537fbc1-0bb2-4616-9b03-e41cf8d463f6,30190639,張榮柱,0
1295647,30164960,基里安·里霍夫,0
1371943,30164960,霍尔格·卡斯滕·施密特,1
1329055,30164960,萨沙·亚历山大·吉尔萨克,2
1146578,30164960,亚历山大·谢尔,2
1fa0a780-f620-4469-b7b5-ba689b9d10ac,30164960,Marie Rosa Tietjen,2
1399566,30232220,陶桃涛,0
1399566,30232220,陶桃涛,1
52b02cbc-6d29-4425-935c-ac048c1444ca,30232220,张人文,2
cb3c4734-9aa2-4e9f-a16a-1a3b9da277e0,30232220,韩星,2
cd5626a5-7729-4c09-8801-640c8eec0d1e,30148252,潘玮柏,2
3a6221c4-7fc9-4df0-b18f-642046385c0a,30148252,邓紫棋,2
504d83a3-5be2-432f-ad37-24dc39805ed5,30148252,许魏洲,2
41ca89fe-63cb-4c94-993b-4c82450f1dae,30148252,张信哲,2
0b50d924-50f2-4d27-a29e-2bea3e5eaa2e,30148252,刘谦,2
042ba110-f37a-4154-88cc-0f344c46bc31,30148252,SNH48,2
305539c6-b725-4723-a574-bf9e30062523,30148252,郭冬临,2
c0196706-52eb-43ba-8986-4a98d86be10d,30148252,巩汉林,2
2be3f9be-2e70-4cb4-9e3d-29476f16c2b7,30148252,凤凰传奇,2
96c7f93f-2d32-4afe-881f-1d58b69cac56,30148252,金志文,2
02c5b25c-cf39-4f93-914f-7376ab08417f,30148252,韩再芬,2
9339d97d-db01-498a-8949-803f6aa3bcb2,30148252,雷佳,2
44afc203-3058-4786-9b46-0ea055be6b9e,30148252,苗阜,2
43cece02-c286-4c61-b4de-b11ad265925e,30148252,王声,2
257cdcd5-563b-4137-b49b-1a155dbcde61,30148252,邵峰,2
1049649,30161818,奥利弗·赫斯顿,2
0310a640-7bcf-4720-a1af-610a285a838a,30161818,Derek Mio,2
1096818,30161818,史蒂文·格拉汉姆,2
1314771,30161818,瓦尔·劳伦,2
1364399,30161818,乔纳森·斯坦利,2
1040561,30161818,杰克·阿贝尔,2
1372991,30161818,马讷·安德鲁,2
3f1c0084-a8f1-4f5b-8bf5-9433d4cd8193,30161818,Tait Blum,2
1e0ce15c-429e-421f-99a4-fb6ada4313a5,30161818,Nate Boyer,2
0d1861c4-504a-48d1-8513-2e472bccc429,30161818,Ashlee Brian,2
dcb1f858-098a-4110-af6b-30ed413b1f69,30161818,Derek Chariton,2
1018029,30161818,约瑟夫·克罗斯,2
1378716,30161818,约瑟夫·戴维-琼斯,2
12128657-d938-47e2-9248-56b13a70b4c5,30161818,Brett Edwards,2
c32ee6e0-16c9-458d-b6b8-b5f8668fa362,30161818,Marc Ewins,2
155f8738-22d1-4ed0-8bdc-c93511346611,30161818,Louis C. Giordano,2
c88c1f26-218c-441b-bf7f-7c89ba58ec2d,30161818,Nick Hargrove,2
1098575,30161818,阿尔迪斯·霍吉,2
22e87ec8-4eb8-4824-ba11-ba5d17bf14d7,30161818,Mike Horton,2
1045121,30161818,瑞恩·奥查,2
1374743,30161818,理查德·桑德森,2
1314604,30161818,本·施瓦茨,2
5e039c09-655b-4548-bc2d-a713e3c7161c,30161818,Dax Spanogle,2
1022568,30161818,保罗·韦斯利,2
1327004,30161818,乔尼·维斯顿,2
1230350,34445704,阿什利·阿维斯,0
1349092,34445704,卡尔·巴恩斯,1
1349091,34445704,米基·瑞凡,1
1230350,34445704,阿什利·阿维斯,1
c5036b8b-8d34-4015-a8a5-8eba4faf8670,34445704,阿什利·阿维斯 Ashley Avis,1
1349091,34445704,米基·瑞凡,2
1255528,34445704, 英迪娅·埃斯利,2
1164869,34445704,罗梅罗·米勒,2
0991a34b-9506-4430-8ac6-c60577343d86,30232234,朴赞率,0
908312f9-9e09-4db4-b99d-456c6509cec9,30232234,孙恩惠,1
1338216,30232234,尹素熙,2
1319094,30232234,金显祐,2
1352960,30232234,李弘彬,2
1318912,30232234,金英玉,2
1394402,30232234,高水熙,2
1390293,30232234, 崔在燮,2
1401565,30284838,安德烈亚斯·戈尔茨坦,0
1401565,30284838,安德烈亚斯·戈尔茨坦,1
4f159449-6fb7-47a3-a318-436fb92edcc8,30284838,Jakobine Motz,1
1232353,30284838,Ingo Schulze,1
c4418a4d-bd37-4daf-8a4c-e636136c614f,30284838,Christin Alexandrow,2
1074219,30284838,Susanne Bredehöft,2
f5c41aa2-00a8-44fe-9b05-1c3d6c191250,30284838,Anne Kanis,2
1110754,30284838,莉娜·劳泽米斯,2
5c4b460b-117f-4592-a5c0-780446cc5ff0,30284838,Markus Lerch,2
1186794,30284838,Florian Teichtmeister,2
ea1fdaf4-b5aa-4b61-b55f-166d1645fec7,30284838,Milian Zerzawy,2
98d5bbb1-bee5-416a-805b-84152b41d20c,30397688,김세준,0
26cc54b6-ef26-4ddc-90c5-f94701452931,30397688,김세준,1
9ec3307a-d271-44ff-be06-8ec14b96e904,30397688,강수정,1
1386435,30397688,李珠彬,2
1383374,30397688,延济亨,2
1388713,30397688,杨知元,2
1409657,30397688,李浩延,2
1322246,30345916,黄伟明,0
1322246,30345916,黄伟明,1
6ea469ff-07dc-4db1-a167-0645e1922a39,26648937,Evan Marlowe,0
b8b95a65-bf0f-4fa3-a8c1-92f1f78fdd35,26648937,Evan Marlowe,1
1032808,26648937,乔丹·皮尔,2
1022586,26648937,詹姆斯·马斯特斯,2
1019010,26648937,罗伯特·英格兰德,2
1055787,26648937,克里斯托弗·麦克唐纳,2
1010637,26648937,希德·黑格,2
1218557,26648937,瑞奇·富尔切尔,2
1328120,26648937,汉娜·梅·李,2
fc314cf0-19ad-4483-bda7-ec53c85d5054,26648937,Patrick Cavanaugh,2
b76f9a58-feeb-4c58-a4df-649fa44b03da,26648937,Darren Darnborough,2
1298420,26660063,约翰·斯蒂文森,0
1390579,26660063,本·扎佐夫,1
1342871,26660063,安迪·赖利,1
1342870,26660063,凯文·塞西尔,1
1365498,26660063,埃米莉·库克,1
1365499,26660063,凯茜·格林伯格,1
1006958,26660063,詹姆斯·麦卡沃伊,2
1041022,26660063,艾米莉·布朗特,2
1054456,26660063,约翰尼·德普,2
1010581,26660063,切瓦特·埃加福特,2
1014134,26660063,玛丽·布莱姬,2
1054509,26660063,迈克尔·凯恩,2
1013798,26660063,玛吉·史密斯,2
1014327,26660063,凯利·阿斯博瑞,2
1007028,26660063,德克斯特·弗莱彻,2
1031821,26660063,马特·卢卡斯,2
1036473,26660063,斯戴芬·莫昌特,2
1055126,26660063,奥兹·奥斯朋,2
1356420,26660063,罗莎莉·克雷格,2
1373219,26660063,詹米·德米特鲁,2
1365497,26660063,史蒂夫·汉密尔顿·肖,2
1031824,26660063,吴汉章,2
1105399,26660063,阿什利·詹森,2
1169666,26660063,斯蒂芬·怀特,2
1031902,26660063,朱丽·沃特斯,2
1161655,26660063,理查德·威尔逊,2
df913518-3d6f-4120-a6ec-f4b473ceca43,26384112,潘文杰,0
1340349,26384112,黄浩华,1
1011268,26384112,文颂娴,2
1121285,26384112,刘家辉,2
1050979,26384112,张智霖,2
ec20ca17-8745-44a6-bfa7-c4597b460df9,27663870,Simon King,2
bae9f051-fefe-45a6-86df-c8606aa9308e,27663870,David Myers,2
1381318,30289449,David Wachtenheim,0
1340549,30289449,科林·乔斯特,1
1339749,30289449,迈克尔·彻,1
a8d2fd3c-c4c4-4ee4-af70-2cf821b10a42,30289449,Kent Sublette,1
8bb4784a-a702-4141-82be-3936a5b0269f,30289449,Bryan Tucker,1
1340549,30289449,科林·乔斯特,2
1339749,30289449,迈克尔·彻,2
57264a96-2a11-4fc3-b04c-7f9db6db496a,30136001,卓鹏,0
a48fc440-114b-4bc1-81df-d18b975e203c,30136001,张优,2
7f2007ed-2fcb-41af-a5de-26d2230ea669,30385501,任用银,0
d5a79952-9a43-4242-8257-f0e51a16599e,30385501,黄海冰,2
1273071,30201173,Angel Manuel Soto,0
6664b83b-fe12-4a07-b6a0-02bd2ee6e810,30201173,Raven Metzner,1
1100435,30201173,马斯托罗·哈雷尔,2
b3d6b4da-d184-49e5-9226-c6b9f8fa265f,30201173,Sarah Yarkin,2
bc6740bd-071b-4a8e-9a37-f20ca6c15abf,30201173,Lindsay Musil,2
b183d8e9-b770-4fff-908d-b3a5ec8f3fde,30201173,Laysla De Oliveira,2
1812d7f4-5109-4b2a-aa07-2e5ee1a80e3a,30201173,Lucas Kavner,2
1301361,30397663,徐耿,0
babf0497-44d7-47cb-aed2-438ae7562ad0,30397663,刘东,1
1391373,30397663,陈禹同,2
1365830,30397663,陈朵怡,2
335f1f37-25e8-4fba-9015-2e0abadee551,30397663,吴军,2
1326484,30397663,庄庆宁,2
1316005,30397663,杜源,2
1342669,30397663,江昊桐,2
1315590,30397663,刘宸希,2
1389719,30397663,童雨宸,2
43182945-32db-4126-b37b-da95b79d2743,30397663,张桐赫,2
1314488,30397663,谢孟伟,2
078b050e-66fc-496b-bc4a-5fc927d16fd6,30397663,米媛媛,2
0bff68c4-def3-4d12-bd60-93c7a4a6f6fd,30397663,周梦然,2
64121343-9acc-4380-954b-4f7b749cba87,30397663,徐勇,2
16d20e5a-d01c-4792-a1ab-741543a78e7a,30397663,王小慧,2
713962c0-dbf0-41ce-b7ec-4d1e4b43c49f,30397663,张波,2
1382529,30279976,苏子缙,0
dc645d53-9926-4336-8551-98ae2c72552c,30279976,马耷凹,1
1382529,30279976,苏子缙,2
692cd1ad-99c0-419d-aa4a-65e9a911bd50,30279976,旁白君,2
1360492,25814668,米格尔·萨普什尼克,0
1354975,25814668,史蒂夫·布莱克曼,1
1293023,25814668,布莱恩·尼尔森,1
1049916,25814668,莱塔·卡罗格里迪斯,1
1388196,25814668,理查德·摩根,1
1036743,25814668,乔尔·金纳曼,2
1017920,25814668,詹姆斯·鲍弗,2
1049760,25814668,玛莎·希加瑞达,2
1075561,25814668,克里斯·康纳,2
1096089,25814668,芮妮·戈兹贝里,2
1388198,25814668,安东尼奥·马尔齐亚莱,2
1054632,25814668,克里斯汀·莱曼,2
1028007,25814668,神奈川宏幸,2
1328981,25814668,瓦利德·祖伊特,2
1333494,25814668,玛琳娜·福特,2
1158638,25814668,蒂奇·格兰特,2
1373906,25814668,海莉·洛,2
1093280,25814668,扎夫·帕鲁,2
1388200,25814668,Alika Autran,2
1027212,25814668,塔玛拉·泰勒,2
1079019,25814668,亚当·布斯奇,2
1388201,25814668,莱昂内尔·玛丽,2
1032055,25814668,迪辰·拉奇曼,2
1388203,25814668,丽莎·钱德勒,2
1187561,25814668,奥托·艾森度,2
1314929,25814668,文峰,2
1000192,25814668,李威尹,2
1353912,30255244,段暄,2
1352098,30255244,刘语熙,2
1326390,30255244,王自健,2
1337001,30255244,鹿晗,2
dd5f5084-72f2-4626-8b26-0a0c2b76411b,30255244,苗霖,2
1333719,30255244,大张伟,2
1274608,27061582,赵又廷,2
1338265,27061582,马东,2
1273400,27061582,蔡康永,2
1313094,27061582,高晓松,2
1317103,27061582,方文山,2
1345544,27061582,冯唐,2
1349943,27061582,蒋方舟,2
1365668,27061582,俞敏洪,2
deab184e-1125-4c54-a3ba-e6fc881bf71e,27061582,龚宇,2
42fb357f-eeae-4391-bff7-5c08e13e8dd1,27061582,张德芬,2
1381651,27061582,孙冕,2
1326242,27061582,左小祖咒,2
1354004,27061582,张召忠,2
1375943,27061582,冯仑,2
1349511,27061582,赵普,2
1418883,27061582,武志红,2
1319627,27061582,陈晓卿,2
1354951,27061582,樊登,2
1351483,27061582,郭柯,2
1317741,27061582,田朴珺,2
1374904,27061582,韩火火,2
1367486,27061582,惠若琪,2
1344305,27061582,马薇薇,2
1351495,27061582,范湉湉,2
1352142,27061582,肖骁,2
1352147,27061582,颜如晶,2
1360372,27061582,姜思达,2
1358193,27061582,黄执中,2
1376377,27061582,邱晨,2
1350708,27061582,樊野,2
e02dbe84-ebf1-48b6-b8f0-1c86db30c898,27061582,大王,2
1378442,27186319,桑岛宪司,0
1215722,27186319,喜安浩平,1
1372517,27186319,山田能龙,1
1387439,27186319,真壁幸纪,1
1387438,27186319,室岡ヨシミコ,1
1039817,27186319,桂正和,1
1337813,27186319,西野七濑,2
1316958,27186319,野村周平,2
1337889,27186319,饭丰万理江,2
1340015,27186319,清水寻也,2
1336364,27186319,大友花恋,2
1213396,27186319,户次重幸,2
1023769,27186319,村上淳,2
1377635,27186319,富田健太郎,2
1274305,30156087,郭德纲,2
1274307,30156087,于谦,2
8d9bbafc-ab61-47e7-9817-299be9b1f8d8,30156087,高峰,2
1317663,30156087,岳云鹏,2
1355279,30156087,孙越,2
1375019,30156087,张云雷,2
1358941,30156087,阎鹤祥,2
1357104,30156087,郭麒麟,2
1383596,30156087,张鹤伦,2
1359721,30156087,朱云峰,2
1374777,30156087,孟鹤堂,2
84e3f810-c7d2-4686-a4cb-494cf6b66fa0,30156087,栾云平,2
17452780-c591-4034-b0fc-27a786a1feca,30156087,李云天,2
54a41160-2e93-4fbf-9cbd-a0eb9a1e93f7,30156087,王昊悦,2
4a561f1d-ae55-4bd7-ba5d-2bd3d26e2189,30156087,王少立,2
773a817f-59b6-4036-84d9-9ac54eec7042,30156087,朱鹤松,2
4f084925-d9e5-4539-8756-2aa003d4ce41,30156087,陶云圣,2
f384a8c8-32c5-4308-a504-fe5965e16857,30156087,李云杰,2
46edc8b6-62f5-426f-b0b9-330744db8834,30156087,冯照洋,2
5e711766-0e3e-4f87-bbc0-627a0001d13c,30156087,曹鹤阳,2
fa092649-d24f-4622-a985-135f903899d1,30276489,肖家骏,0
2c5d7eb3-2044-4978-9092-aeced24e9209,30276489,周微,1
954ff7e0-96af-4d9d-b108-1703edd10b5c,30276489,肖家骏,1
3383e9a6-e6e6-4baa-bcec-0d30df990558,30276489,陈思达,1
d2866ceb-24bd-457f-8e66-d5210915abda,30276489,刘国桢,1
711e058b-a5ed-40c0-847e-0bfa6e3bb79d,30256759,Dan Allen,0
7694f0af-a99b-40bc-99ce-1dc290dbf961,30256759,Dan Allen,1
f70e8020-9437-4d17-9330-1ad5bdfe82c2,30256759,Scott Jeffrey,1
75b80995-8d92-4cd2-9162-24dcb2d7f55a,30256759,Becca Hirani,2
308af318-dd62-4ebb-bac7-f4fd44a16369,30256759,Rita Siddiqui,2
b3177a6d-cac5-4c59-bec9-4cd30b307c89,30256759,Charlene Durrant,2
f0f6b67c-ad67-48c0-97da-8b0c652cee52,30282508,Aaron Schimberg,0
1adccd73-e4b9-4ccd-a1d0-3b4e454bed11,30282508,Aaron Schimberg,1
21f29b1b-8a6c-48f7-9eae-71304d87997a,30282508,Jess Weixler,2
8c56f7b4-b656-49fa-bdb9-df6e2e7e047b,30282508,Adam Pearson,2
19fc8eda-6603-4553-9a8f-7aa30fb5c531,30282508,Stephen Plunkett,2
5bec1d91-6815-4067-881a-97d66e0972a7,30282508,Charlie Korsmo,2
eaf0f12d-817d-4300-a7ea-f6b540a5934f,30282508,Sari Lennick,2
2e88ca3b-fac7-4e52-8295-791df1200df7,30282508,Joanna Arnow,2
1310238,26897025,刘镇明,0
1372210,26897025,金媛媛,1
1366058,26897025,张延斌,1
19eba555-b9ab-485e-aa00-d5d1e9e1cf9d,26897025,鞠芳芳,1
854ef998-e760-43c0-ab28-c5505bedcb4d,26897025,月白,1
1349551,26897025,鞠婧祎,2
1323399,26897025,张哲瀚,2
1343056,26897025,米热,2
1352967,26897025,林思意,2
1350230,26897025,王佑硕,2
1314229,26897025,卢星宇,2
1352512,26897025,许佳琪,2
1396225,26897025,黄露露,2
1354441,26897025,邵雪聪,2
1313798,26897025,高雄,2
1313641,26897025,胡兵,2
013aabcf-6685-4af3-a420-92e124a5dc76,30136015,刘亚军,0
9e41d64f-4159-4844-a23c-e19d8b9010cb,30136015,周卫涛,2
2febad69-6974-4da3-a7df-a8da8af9ef79,30136015,周宝姝,2
1275227,26864185,郑伟文,0
1334191,26864185,秦溱,1
a25bad16-eba0-4c80-a73d-f8b3bd97eb1c,26864185,陆寒凝,1
842b224b-10d4-4b8a-be49-2ddc3835761b,26864185,李卬,1
1351383,26864185,杨旭文,2
1313776,26864185,杨蓉,2
1317420,26864185,麦迪娜,2
1326498,26864185,李子峰,2
1299287,26864185,丁子峻,2
1352652,26864185,成梓宁,2
1318706,26864185,傅迦,2
1313512,26864185,马书良,2
1275482,26864185,金士杰,2
1316770,26864185,王德顺,2
1275687,26864185,谭凯,2
1391980,26864185,陈昊,2
1342863,26864185,葛天,2
1400419,30219700,广濑奈奈子,0
1400419,30219700,广濑奈奈子,1
1051523,30219700,小林薰,2
1000910,30219700,柳乐优弥,2
1367639,30219700,海,2
9d452b4e-4137-4d9e-9f10-c8af09241895,30219700,鈴木常吉,2
1021383,30219700,堀内敬子,2
674bada6-c907-46b4-a4bb-5f0a391cf522,30408456,周文哲,0
f8e29425-5d29-4a02-aee1-8031fb0479df,30408456,杨富麟,1
1340940,30309261,洪榛浩,2
d65803f1-e42d-4b73-bcab-31b794771195,30309261,李龙真,2
952d07d8-0223-42ce-9822-5311cc9db9d5,30309261,池相烈,2
fd72c453-4bde-47d3-9ef0-c9f21be74a8e,30309261,Julian,2
940c2409-eafa-435d-8530-f22a42147233,30309261,金昭希,2
f8684f31-eb19-4532-baba-807223b97649,30309261,尹彩暻,2
88a82294-577b-4c11-b115-49af4daacc1f,30309261,李陈镐,2
cc135b09-569b-44d0-bfcd-a3f67bd42f17,30309261,申雅英,2
1050268,30289475,杰夫·鲁斯,1
1050268,30289475,杰夫·鲁斯,2
1316279,30289475,安东尼·杰塞尔尼克,2
1397151,30289475,妮基·格拉瑟,2
1303555,27104326,大卫·洛维,0
1313055,27104326,马克·海曼,1
43a26216-b506-40ff-92dc-6291db7fb6e8,27104326,George Pendle,1
e8c72923-e365-411b-8e01-f8d19dc09b7e,27104326,Dagny Looper,1
1326135,27104326,杰克·莱诺,2
1316911,27104326,贝拉·希思科特,2
1370140,27104326,彼得·马克·肯德尔,2
1044976,27104326,格雷·怀斯,2
1027178,27104326,鲁伯特·弗兰德,2
1091100,27104326,迈克尔·加斯顿,2
1036590,27104326,塔玛拉·菲尔德曼,2
1037068,27104326,卡尔·马金恩,2
1025225,27104326,拉德·舍博德兹加,2
1420689,27104326,莱恩·尼尔 ,2
1328847,27104326,凯莉·奥马利,2
1210970,27104326,罗布·萨布雷基,2
1352277,27104326,扎克·珀尔曼,2
1000111,27104326,霍普·戴维斯,2
1395060,27104326,兰迪·奥格斯比,2
1362446,27104326,布兰登·斯考特,2
1049554,27104326,安古斯·麦克菲登,2
1131455,27104326,路易斯·穆斯蒂略,2
1036885,27104326,埃莲娜·萨汀,2
1049825,27104326,凯特·伯顿,2
1135460,27104326,肖恩·杜克,2
1421939,27104326,科琳·福伊,2
1085416,27104326,拉蒙·弗兰克,2
1328853,27104326,J.唐宁,2
1027940,27104326,托德·斯塔什维克,2
1000103,27104326,乔什·祖克曼,2
1151821,27104326,斯图瓦特·斯科尔顿,2
1099168,27104326,莫莉·哈根,2
1356321,27104326,王丹妮,2
1213658,27104326,斯科特·迈克尔·摩根,2
fb3b16b6-7d09-44c0-8566-175fd76a6197,30242062,赵文忠,0
1005319,30242062,陆川,2
1339990,30242062,霍尊,2
1299052,30242062,腾格尔,2
1313982,30242062,何沄伟,2
1354150,30242062,阿丘,2
1316298,30242062,孙宁,2
1001393,30242062,何赛飞,2
1318548,30242062,王皓,2
1368660,30242062,何雯娜,2
1325455,30242062,王一鸣,2
1275600,30242062,那威,2
df7d121c-abb3-451c-9825-cac3e2e02bbd,30346576,Emir Skalonja,0
1e091bd7-b9d3-483d-8cc6-97ae0153d3c0,30346576,Emir Skalonja,1
3f6dcb8c-9455-4dea-9b7b-59918589eb2c,30346576,Krystal Shenk,2
3fc10673-2cad-4202-ab56-2183836314e2,30346576,Jacob Hodgson,2
947fb13f-c020-40ea-adbd-7d85502788a2,30346576,Robert A. Coldicott,2
1325118,27199577,福田雄一,0
1325118,27199577,福田雄一,1
1014229,27199577,小栗旬,2
1274418,27199577,菅田将晖,2
1322189,27199577,桥本环奈,2
1000910,27199577,柳乐优弥,2
1315730,27199577,吉泽亮,2
1274379,27199577,三浦春马,2
1314832,27199577,洼田正孝,2
1275807,27199577,室毅,2
1018667,27199577,长泽雅美,2
1274453,27199577,冈田将生,2
1323325,27199577,木村绿子,2
1315821,27199577,佐藤二朗,2
1042947,27199577,中村勘九郎,2
1087140,27199577,堂本刚,2
1151079,27199577,堤真一,2
1024141,27199577,胜地凉,2
1275343,27199577,夏菜,2
1321044,27199577,户塚纯贵,2
1048550,27199577,立木文彦,2
ce128b18-cfb3-458c-9cb3-fe952b342a09,30320195,丛新,0
c86d341d-c33b-40d6-9c30-ff8f162bab43,30320195,丛新,1
1312868,30320195,朱永棠,2
1338464,30320195,叶思齐,2
1323199,30320195,王李丹妮,2
1316799,30320195,郭晓峰,2
5d219d53-c448-4295-bf70-d3635489ddc0,30320195,李翠翠,2
1353186,30320195,秦立洋,2
5b404d79-9b19-4ecf-8f69-50f2b1f55c23,30320195,张政,2
1362224,30320195,胡社光,2
d13000ee-98c6-47ce-a850-161876859715,30320195,李泓霖,2
e127a811-6f88-4012-a5a6-11e5309ab688,30320195,刘海波,2
801d3e0a-1a38-4225-ae1a-8012fc351cc5,30320195,郭冲,2
45d4bd6f-2a57-4356-a312-4b52a4aa8b84,30320195,闫红地,2
1360034,30320195,于霖,2
80389b86-2502-4749-9965-dc6e7020bf35,30320195,周石林,2
88989e1b-3ca8-4c37-a3af-91353bfccada,30320195,王锦源,2
f8836b9f-cc67-41b7-a02b-19e350205078,30320195,王刚,2
a1a687b6-446d-4fb1-ac0d-e67e4e5d88b0,30320195,林霄,2
3f65a275-b876-4f19-9c0a-8c39df52f903,30320195,时艺,2
38655ff1-6f4b-46de-85f0-c7bc8deeb60c,30320195,雷瑜,2
41bd7b17-16cb-494e-aa79-58d5f94b92e8,30320195,晶晶,2
14589eed-10c6-49e4-bdda-57dbfb6a93b8,30320195,胡瑜,2
75ec5f16-c54a-4f8f-b767-784421a30914,30320195,常倩,2
ceec39d9-8690-4094-9591-68e0f0ee0dc3,30320195,张艺林,2
c599e01e-bdcc-439a-bfe4-4bda144f7df3,30320195,曾振希,2
f8edbd71-e04b-4ff9-8305-771f0189de1b,30320195,苏文文,2
48976de4-afdd-4555-a33e-ab09d8b7968d,30320195,段希姸,2
67991f53-e527-4582-8c92-8f02475cc95d,30177061,魏威,0
1411833,30177061,高进,2
1314462,30177061,刘羽琦,2
f21ea3e6-821f-4c59-ab20-963dd05cc3cd,30177061,王文辉,2
91a2b4bf-acb3-4cdb-bfa1-de5e2e5488d2,30177061,方向,2
1313911,30177061,李玉刚,2
1163475,30177061,叶世荣,2
1396134,30252517,刘冬雪,0
1396134,30252517,刘冬雪,1
e4a74b28-93d2-4517-a23e-e389b92eb86a,30252517,郝洪海,2
cdeededf-09fa-44ba-a52f-8a9c61ff480f,30252517,刘晓侠,2
